order_id,order_date,customer_id,customer_name,email,city,state,product_id,product_name,category,price,quantity,payment_method,order_status
1029,2025-09-01,C183,Brianna James,brenda89@example.com,Hollandton,Ohio,P106,Office Chair,Furniture,7000,1,Net Banking,Delivered
2907,2026-02-21,C473,Alexander Martinez,ashleyhiggins@example.com,Mooretown,New York,P101,iPhone 15,Electronics,80000,4,Debit Card,Delivered
1554,2025-06-18,C183,Sean Brown,perezrebecca@example.com,New Mark,New Jersey,P106,Office Chair,Furniture,7000,2,Credit Card,Cancelled
1402,2025-07-06,C385,Anthony Walker,danieloliver@example.org,Port Angelatown,Washington,P104,Levi's Jeans,Fashion,3000,1,Net Banking,Delivered
1802,2025-09-15,C496,Autumn Marquez,johnsondavid@example.org,West Feliciahaven,New Hampshire,P105,Dining Table,Furniture,20000,5,UPI,Returned
1649,2025-04-22,C155,Taylor Adkins,littlejohn@example.org,New Curtisburgh,Virginia,P104,Levi's Jeans,Fashion,3000,2,COD,Returned
2751,2025-05-27,C107,Mark Melendez,susanpena@example.com,Crystalton,Minnesota,P105,Dining Table,Furniture,20000,4,COD,Returned
1552,2025-10-01,C430,Robin Wade,benjaminacevedo@example.org,Jonmouth,Nevada,P106,Office Chair,Furniture,7000,2,COD,Returned
2203,2025-05-06,C173,Corey Johnson,wardsandra@example.net,North Charlesville,Massachusetts,P103,Nike Shoes,Fashion,5000,1,COD,Returned
2511,2025-04-09,C194,Latoya Garcia,leadriana@example.com,West Sarah,Oregon,P102,Samsung TV,Electronics,60000,3,COD,Delivered
1976,2025-04-23,C378,Krystal Pierce,matthewturner@example.org,Stephaniebury,California,P106,Office Chair,Furniture,7000,2,UPI,Returned
1166,2025-09-20,C115,Jonathan Archer,chadrios@example.com,Chapmanfurt,Mississippi,P101,iPhone 15,Electronics,80000,1,Credit Card,Delivered
2778,2025-06-16,C342,Randy Price MD,wattssamuel@example.net,Riceberg,New Jersey,P106,Office Chair,Furniture,7000,3,Credit Card,Returned
2846,2025-08-11,C292,Samantha Williams,kevin99@example.net,New Jodi,Alabama,P103,Nike Shoes,Fashion,5000,4,COD,Returned
1621,2025-06-06,C300,Brooke Shannon,qcampbell@example.org,West Shelby,New Mexico,P104,Levi's Jeans,Fashion,3000,4,Net Banking,Cancelled
1256,2026-02-22,C490,Taylor Sellers,jenniferhenderson@example.org,Smithland,Oklahoma,P105,Dining Table,Furniture,20000,3,Credit Card,Returned
2197,2025-04-16,C349,Tyler Palmer,kimberlydavis@example.org,Foxshire,Georgia,P101,iPhone 15,Electronics,80000,5,UPI,Cancelled
2683,2025-06-12,C464,Mary Smith,sallycalderon@example.net,West Jackfurt,North Carolina,P106,Office Chair,Furniture,7000,3,COD,Delivered
1671,2026-01-24,C113,Christine Parker,kelly66@example.org,Amandatown,Oklahoma,P104,Levi's Jeans,Fashion,3000,5,Credit Card,Cancelled
1047,2025-10-26,C145,William Snyder,tsmith@example.org,Raymondberg,Missouri,P104,Levi's Jeans,Fashion,3000,3,UPI,Cancelled
2861,2025-03-31,C498,Nicholas Torres,qdiaz@example.net,Markshire,Hawaii,P102,Samsung TV,Electronics,60000,2,Credit Card,Delivered
2664,2025-06-08,C483,Joseph Mccarthy,kristinewilliams@example.com,New John,Washington,P103,Nike Shoes,Fashion,5000,5,Debit Card,Delivered
1741,2025-12-19,C335,James Buck,patriciamoran@example.org,East Stacey,Alabama,P105,Dining Table,Furniture,20000,1,Net Banking,Delivered
2446,2025-08-24,C163,George Owens,cassidyfields@example.net,South Benjamin,Florida,P101,iPhone 15,Electronics,80000,2,COD,Returned
1214,2026-02-18,C497,Laura Marshall,randy49@example.com,Port Janet,Minnesota,P101,iPhone 15,Electronics,80000,4,Credit Card,Delivered
2151,2025-04-29,C202,Lisa Oliver,mmendoza@example.com,Guerreroberg,New Hampshire,P102,Samsung TV,Electronics,60000,5,COD,Cancelled
1144,2025-05-13,C179,Mary Day,zwilliams@example.org,North Mirandaton,Kentucky,P106,Office Chair,Furniture,7000,1,UPI,Cancelled
2822,2025-08-15,C169,Alison Shaw,reneemendoza@example.org,South Tracey,Missouri,P102,Samsung TV,Electronics,60000,1,Debit Card,Cancelled
2266,2025-03-29,C101,Monique Perez,twebb@example.net,New Morgan,New Jersey,P101,iPhone 15,Electronics,80000,1,Net Banking,Delivered
2787,2025-10-26,C313,Gregory Mejia,xcharles@example.net,Christopherview,Wisconsin,P102,Samsung TV,Electronics,60000,2,Credit Card,Delivered
2519,2025-05-18,C404,Erin White,wpierce@example.org,Freemantown,Iowa,P104,Levi's Jeans,Fashion,3000,5,UPI,Returned
2032,2026-02-02,C320,Oscar Barnes,fmartinez@example.net,Joshuaside,New Hampshire,P103,Nike Shoes,Fashion,5000,5,Net Banking,Returned
1967,2025-03-26,C347,Mary Ross,yrich@example.net,East Baileyfurt,Alabama,P106,Office Chair,Furniture,7000,5,Debit Card,Cancelled
2133,2026-02-24,C453,Brianna Bennett,caseymicheal@example.com,Jonesshire,North Carolina,P103,Nike Shoes,Fashion,5000,2,COD,Returned
2791,2025-05-23,C375,Vincent Soto,hmercer@example.org,North Danielmouth,Iowa,P103,Nike Shoes,Fashion,5000,2,UPI,Cancelled
2541,2025-09-12,C209,Richard Price,margaret91@example.com,East Devinchester,Connecticut,P102,Samsung TV,Electronics,60000,2,Debit Card,Delivered
1670,2025-10-04,C372,Amanda Grant,pwalker@example.net,Nicholestad,Alaska,P105,Dining Table,Furniture,20000,5,Debit Card,Delivered
1664,2025-03-03,C432,Chelsea Mccall,wellskimberly@example.net,Lake Jessica,South Carolina,P104,Levi's Jeans,Fashion,3000,4,Credit Card,Returned
1941,2025-08-13,C269,Eddie Sanchez,dparsons@example.net,New Martin,Mississippi,P104,Levi's Jeans,Fashion,3000,3,UPI,Returned
1108,2025-04-09,C173,Sarah Bowen,samuelbenson@example.org,Rileyton,Utah,P104,Levi's Jeans,Fashion,3000,3,Net Banking,Delivered
2508,2025-11-19,C370,Gregory Morton,vlove@example.net,Petersonshire,Kentucky,P103,Nike Shoes,Fashion,5000,4,Net Banking,Delivered
1699,2025-04-15,C422,Micheal Choi,jordanchristopher@example.net,Port Megan,New York,P105,Dining Table,Furniture,20000,5,UPI,Cancelled
1412,2026-02-18,C207,Evan Wong,lisarobinson@example.com,Greenbury,Delaware,P103,Nike Shoes,Fashion,5000,1,Debit Card,Returned
2690,2026-02-20,C484,Dawn Underwood,mistymartin@example.com,Maddenview,West Virginia,P104,Levi's Jeans,Fashion,3000,5,UPI,Returned
2752,2025-12-31,C464,John Nichols,riveralarry@example.org,Port Desiree,Kentucky,P106,Office Chair,Furniture,7000,1,Net Banking,Cancelled
2203,2025-09-20,C232,Edward Tucker,john04@example.org,West Hannah,Washington,P106,Office Chair,Furniture,7000,2,Credit Card,Returned
1030,2025-10-25,C237,Mr. Terry Charles,robert94@example.org,Lake Williamside,South Carolina,P101,iPhone 15,Electronics,80000,2,Net Banking,Cancelled
2243,2025-10-31,C188,Mary Mcdonald,caleb65@example.org,Rebeccamouth,Florida,P104,Levi's Jeans,Fashion,3000,5,Net Banking,Delivered
1140,2025-07-12,C315,Lori Suarez,robyn56@example.org,West Teresa,Florida,P102,Samsung TV,Electronics,60000,3,Net Banking,Cancelled
2950,2025-11-09,C393,Dawn Moore,danielle96@example.org,Daniellefurt,Maine,P104,Levi's Jeans,Fashion,3000,5,Credit Card,Delivered
1302,2025-08-03,C280,Sean Lee,dsmith@example.net,New Paul,Minnesota,P106,Office Chair,Furniture,7000,2,Net Banking,Delivered
1163,2025-03-19,C306,Peter Ryan,steveherrera@example.com,North Charlesmouth,Alabama,P106,Office Chair,Furniture,7000,4,Credit Card,Delivered
2007,2025-05-26,C128,Victoria Wise,nwilliams@example.com,Hillview,New York,P106,Office Chair,Furniture,7000,4,COD,Delivered
2257,2025-09-28,C347,Savannah Miller,kimberlybradley@example.net,West Sergio,Tennessee,P104,Levi's Jeans,Fashion,3000,1,UPI,Returned
1313,2025-12-21,C460,Audrey Hansen,anthony39@example.com,South Mathewport,Nebraska,P103,Nike Shoes,Fashion,5000,4,Credit Card,Cancelled
1766,2025-03-13,C420,George Nelson,xcuevas@example.org,Lake Jason,Hawaii,P105,Dining Table,Furniture,20000,4,Credit Card,Cancelled
1874,2025-07-02,C141,Anthony Robinson,jennifer52@example.net,Lorishire,Iowa,P104,Levi's Jeans,Fashion,3000,5,Debit Card,Cancelled
1127,2025-07-07,C218,Wanda Fisher,lambertchase@example.com,Lake Michaelmouth,New Hampshire,P104,Levi's Jeans,Fashion,3000,4,COD,Delivered
2322,2025-05-08,C327,Mark Gonzalez,qrussell@example.com,Nicholsville,Wisconsin,P103,Nike Shoes,Fashion,5000,3,COD,Cancelled
1560,2025-11-10,C491,Kristen Wagner,awhite@example.org,Aliciabury,Illinois,P105,Dining Table,Furniture,20000,2,Debit Card,Cancelled
2223,2026-01-29,C254,Jose Miller,marywilliams@example.com,New Mariamouth,Texas,P102,Samsung TV,Electronics,60000,3,Credit Card,Delivered
2808,2025-09-11,C187,Shelby Fry,darrell29@example.org,Christineshire,Kansas,P105,Dining Table,Furniture,20000,2,Credit Card,Delivered
2069,2026-02-09,C292,April Burnett,lturner@example.net,Lake Megan,Vermont,P102,Samsung TV,Electronics,60000,3,COD,Returned
2046,2026-02-16,C144,Marcus Bryant,drivers@example.net,Smithside,North Carolina,P105,Dining Table,Furniture,20000,1,UPI,Delivered
1665,2026-01-03,C394,Zachary Smith,denise96@example.net,Quinnshire,North Carolina,P101,iPhone 15,Electronics,80000,2,COD,Delivered
2203,2025-09-27,C482,Justin Castillo,velasqueztracey@example.com,South Joel,Arkansas,P102,Samsung TV,Electronics,60000,1,COD,Cancelled
1718,2025-05-29,C424,Tammy Hodges,michelegarner@example.com,Joshuabury,Maryland,P105,Dining Table,Furniture,20000,4,COD,Returned
1732,2025-04-14,C443,Mitchell Craig,plove@example.org,North Christopher,Maryland,P104,Levi's Jeans,Fashion,3000,3,Debit Card,Delivered
1319,2025-05-22,C286,Paula Vincent,jacksonkatrina@example.org,Stevenside,Delaware,P104,Levi's Jeans,Fashion,3000,1,COD,Delivered
1761,2025-05-13,C449,Jacqueline Buchanan,sleonard@example.org,South Robert,Michigan,P105,Dining Table,Furniture,20000,4,UPI,Returned
2225,2025-11-23,C234,Christina Juarez,wallsmichele@example.net,Christopherton,Rhode Island,P102,Samsung TV,Electronics,60000,4,Debit Card,Delivered
2736,2025-09-24,C339,Jamie Myers,richardmathews@example.com,Sharonland,Maine,P101,iPhone 15,Electronics,80000,1,Debit Card,Delivered
2146,2025-07-16,C221,Chelsea Smith,sullivangina@example.org,Simsstad,Alabama,P102,Samsung TV,Electronics,60000,2,Debit Card,Cancelled
1671,2025-03-24,C303,Joshua Martinez,kristingregory@example.org,Mooreburgh,Massachusetts,P103,Nike Shoes,Fashion,5000,5,UPI,Cancelled
1489,2026-02-27,C271,Joshua Gomez MD,stephanie70@example.org,South Alexanderland,Louisiana,P102,Samsung TV,Electronics,60000,2,COD,Returned
1686,2026-01-14,C161,John Smith,mario02@example.com,Nicholasborough,Kansas,P105,Dining Table,Furniture,20000,4,Debit Card,Delivered
2904,2025-12-19,C382,Jacqueline Lam,lampenny@example.com,Williamville,Arizona,P103,Nike Shoes,Fashion,5000,5,UPI,Delivered
2406,2025-07-31,C454,Aaron Bowen,zortiz@example.com,Lake Juanmouth,Pennsylvania,P104,Levi's Jeans,Fashion,3000,1,COD,Delivered
2085,2025-06-12,C249,Jon Robinson,ihenderson@example.net,Fordshire,Georgia,P105,Dining Table,Furniture,20000,5,UPI,Cancelled
1300,2026-02-11,C435,Melissa Barnes,smithmatthew@example.net,Wernerbury,South Dakota,P103,Nike Shoes,Fashion,5000,2,Debit Card,Returned
1844,2026-02-26,C363,Mr. Lance Graham,qcabrera@example.net,Brandtmouth,Vermont,P106,Office Chair,Furniture,7000,3,Debit Card,Delivered
2219,2025-07-21,C408,Luis Burns,nicole27@example.org,Lake Joelburgh,South Dakota,P102,Samsung TV,Electronics,60000,2,Net Banking,Delivered
2742,2025-07-08,C125,Elizabeth Rowe,andersonsuzanne@example.org,West Devin,Maine,P102,Samsung TV,Electronics,60000,5,Debit Card,Delivered
2530,2025-04-15,C311,Kelsey Petersen,pricebryan@example.org,South Michaeltown,Montana,P106,Office Chair,Furniture,7000,4,UPI,Cancelled
1381,2025-10-16,C331,Elizabeth Chambers,meredithgilbert@example.org,Kiarashire,North Dakota,P102,Samsung TV,Electronics,60000,4,Debit Card,Delivered
2172,2025-05-18,C407,Crystal Robinson,acharles@example.com,West Joshua,Oregon,P104,Levi's Jeans,Fashion,3000,3,Net Banking,Cancelled
1474,2025-09-15,C122,Ryan Liu,jamesbradley@example.com,Ronaldview,New Mexico,P102,Samsung TV,Electronics,60000,1,Net Banking,Delivered
2023,2025-10-14,C142,Shawn Knight,sylvia50@example.org,Gibsonfort,Arizona,P103,Nike Shoes,Fashion,5000,2,Credit Card,Cancelled
1870,2025-03-31,C302,Rebecca Valenzuela,melissasmith@example.com,Brittneyshire,Louisiana,P102,Samsung TV,Electronics,60000,5,COD,Returned
2276,2025-05-14,C178,Deanna Paul,sharon98@example.org,Gibbsmouth,Tennessee,P102,Samsung TV,Electronics,60000,5,Debit Card,Delivered
2132,2025-07-29,C426,Erin Galvan,santosdavid@example.org,New Stephen,Nevada,P103,Nike Shoes,Fashion,5000,2,Net Banking,Returned
2559,2025-05-27,C332,Lisa Campbell,sheilafoster@example.net,Lewisborough,Georgia,P105,Dining Table,Furniture,20000,1,Net Banking,Delivered
1732,2025-09-07,C346,Richard Stevens,josephmichael@example.net,North Jason,Maryland,P105,Dining Table,Furniture,20000,4,Net Banking,Delivered
2922,2025-05-12,C370,Kristen Moon,jesse58@example.org,East Jody,Alaska,P104,Levi's Jeans,Fashion,3000,3,Credit Card,Returned
1290,2025-12-14,C271,Eric Johnston,stephenbarajas@example.net,Bauerburgh,Colorado,P101,iPhone 15,Electronics,80000,4,Credit Card,Returned
1793,2026-02-13,C115,Barbara Gonzales,williamscaroline@example.net,Heatherhaven,Massachusetts,P102,Samsung TV,Electronics,60000,1,COD,Returned
2392,2025-09-13,C243,Heidi Smith,hmiller@example.org,Donaldberg,Oklahoma,P101,iPhone 15,Electronics,80000,3,Debit Card,Cancelled
1540,2025-11-29,C466,Lynn Thompson,susan48@example.net,Davidville,Montana,P102,Samsung TV,Electronics,60000,1,COD,Cancelled
2402,2025-11-13,C376,Alan Watts,laurie98@example.org,Joneschester,Nebraska,P103,Nike Shoes,Fashion,5000,5,Debit Card,Cancelled
1433,2025-11-02,C494,Loretta Hoover,tonya32@example.org,Thomasmouth,Pennsylvania,P105,Dining Table,Furniture,20000,1,Debit Card,Returned
1964,2026-02-01,C200,John Taylor,brookskristi@example.com,Jesseside,Utah,P102,Samsung TV,Electronics,60000,1,UPI,Returned
2787,2025-03-20,C165,Reginald Atkins,christophernash@example.com,Dianeberg,Washington,P105,Dining Table,Furniture,20000,3,UPI,Cancelled
1380,2025-04-23,C495,Edward Davis,bryanvasquez@example.net,South Matthew,South Dakota,P104,Levi's Jeans,Fashion,3000,1,UPI,Returned
2854,2025-06-21,C103,Monica Robinson,fosterbrandon@example.net,North Whitney,Utah,P102,Samsung TV,Electronics,60000,1,UPI,Returned
1734,2025-08-14,C427,Steven Crawford,ngarrett@example.org,West Peggymouth,Maryland,P104,Levi's Jeans,Fashion,3000,3,Debit Card,Delivered
1329,2025-10-17,C267,Wesley Foster,sara85@example.org,North Jodiside,Mississippi,P101,iPhone 15,Electronics,80000,2,UPI,Returned
1909,2025-07-07,C160,Christopher Benson,meganchapman@example.org,Justinside,Kansas,P102,Samsung TV,Electronics,60000,3,UPI,Cancelled
1157,2025-04-28,C156,Jeffery Morales,elizabethholmes@example.org,Williamberg,Oregon,P105,Dining Table,Furniture,20000,1,Credit Card,Cancelled
1866,2026-02-28,C164,David Brown,wthomas@example.net,South Ethan,South Dakota,P102,Samsung TV,Electronics,60000,4,Credit Card,Delivered
2461,2025-09-26,C301,Amber Rodriguez,leah60@example.net,New Rita,Colorado,P102,Samsung TV,Electronics,60000,3,COD,Cancelled
2203,2025-04-13,C438,Rachel Garcia,lisa81@example.net,Kelleyshire,Utah,P102,Samsung TV,Electronics,60000,1,Credit Card,Returned
1171,2025-05-02,C473,Madison White,paul90@example.org,North Williamton,South Dakota,P104,Levi's Jeans,Fashion,3000,4,Debit Card,Delivered
1858,2025-05-08,C312,Jason Moore,lisa12@example.org,Carlaview,North Carolina,P101,iPhone 15,Electronics,80000,1,Debit Card,Returned
2152,2025-04-21,C421,Rick Terry,william42@example.com,Donaldburgh,Utah,P103,Nike Shoes,Fashion,5000,5,UPI,Cancelled
2732,2026-02-03,C214,Elizabeth Knight,mike27@example.com,Rickyland,North Dakota,P106,Office Chair,Furniture,7000,5,Debit Card,Cancelled
1793,2026-01-03,C347,Samantha Atkins,qjames@example.org,Port Richard,Hawaii,P106,Office Chair,Furniture,7000,3,Debit Card,Returned
2656,2025-09-04,C275,Emily Sims,jessicafrazier@example.net,North Jessicaton,Delaware,P102,Samsung TV,Electronics,60000,2,Debit Card,Returned
1905,2025-06-08,C203,Christopher Nguyen,sharon88@example.com,Colinville,Kentucky,P104,Levi's Jeans,Fashion,3000,3,Net Banking,Delivered
1258,2026-01-22,C425,Brian Forbes,dana77@example.net,Justintown,Ohio,P104,Levi's Jeans,Fashion,3000,3,UPI,Delivered
2691,2026-02-10,C392,Jill Barry,daniel96@example.org,Mileshaven,Florida,P103,Nike Shoes,Fashion,5000,1,Debit Card,Delivered
1017,2025-09-23,C246,Keith Potts,mlevy@example.net,Coreyfurt,Wyoming,P104,Levi's Jeans,Fashion,3000,5,UPI,Cancelled
2447,2025-08-18,C226,Jason Hernandez,zkennedy@example.com,West Robert,Minnesota,P102,Samsung TV,Electronics,60000,4,Debit Card,Returned
2946,2025-05-01,C440,Dominique Whitaker,beckroy@example.org,Randyhaven,Alaska,P101,iPhone 15,Electronics,80000,3,Debit Card,Returned
1757,2025-06-01,C450,Lori Huff,ronniejackson@example.com,Hammondborough,South Carolina,P101,iPhone 15,Electronics,80000,2,COD,Cancelled
1781,2025-06-08,C463,Samantha Weiss,jessicaallen@example.net,North Adrianborough,Washington,P103,Nike Shoes,Fashion,5000,3,COD,Returned
2415,2025-08-04,C386,Teresa Powers,victoria56@example.com,Muellerborough,Utah,P102,Samsung TV,Electronics,60000,1,Credit Card,Returned
2446,2026-01-17,C210,Sean Stone,danielrose@example.net,West Brooke,Pennsylvania,P101,iPhone 15,Electronics,80000,5,Credit Card,Cancelled
1153,2026-02-13,C361,Jessica Garcia,lopezsamantha@example.org,Lovemouth,Maine,P105,Dining Table,Furniture,20000,5,Debit Card,Cancelled
1930,2025-10-28,C437,Susan Nguyen,kennedyjason@example.com,Lake Robertshire,Kansas,P103,Nike Shoes,Fashion,5000,4,COD,Returned
1138,2025-08-31,C271,Emily Edwards,kimberly55@example.net,Torrestown,New York,P106,Office Chair,Furniture,7000,2,Net Banking,Cancelled
1496,2025-04-01,C313,Natalie Johnson,zachary42@example.com,New Joditown,West Virginia,P106,Office Chair,Furniture,7000,2,Credit Card,Returned
2909,2025-06-22,C219,Robert Ford,dwayne73@example.com,North Sara,Washington,P102,Samsung TV,Electronics,60000,5,COD,Cancelled
1908,2025-12-15,C303,Brian Valencia,gmartin@example.net,Michaelland,South Carolina,P102,Samsung TV,Electronics,60000,5,Credit Card,Returned
2941,2025-06-10,C252,Justin Williams,joseph06@example.org,New Annehaven,New Jersey,P102,Samsung TV,Electronics,60000,3,COD,Cancelled
1216,2025-04-15,C439,Nicole Barrett,peter19@example.net,Hintonstad,Indiana,P104,Levi's Jeans,Fashion,3000,4,Debit Card,Returned
2439,2025-11-17,C404,Margaret Flores,nortonbetty@example.com,Jamesshire,South Dakota,P104,Levi's Jeans,Fashion,3000,5,Net Banking,Cancelled
2994,2025-08-11,C489,Gregory Walker,jimenezdavid@example.com,New Victor,Delaware,P105,Dining Table,Furniture,20000,4,COD,Returned
2868,2025-12-30,C275,John Dixon,michael70@example.org,Christophertown,New Mexico,P105,Dining Table,Furniture,20000,4,UPI,Delivered
2963,2025-12-17,C425,Isaiah Armstrong,vjackson@example.net,Port William,Alaska,P104,Levi's Jeans,Fashion,3000,3,Debit Card,Cancelled
2574,2026-02-09,C309,Natalie Garcia,hillcharles@example.net,Rodriguezborough,Nevada,P101,iPhone 15,Electronics,80000,4,COD,Cancelled
1777,2025-07-18,C319,Joseph Bird DDS,adam75@example.org,Hinesbury,Oklahoma,P103,Nike Shoes,Fashion,5000,1,UPI,Returned
2112,2025-07-14,C331,Gene Terrell DDS,cherylstark@example.net,Lake Matthew,Idaho,P106,Office Chair,Furniture,7000,1,Net Banking,Cancelled
2246,2026-01-05,C337,Mary Oliver,uwilliams@example.org,West Laura,Oklahoma,P105,Dining Table,Furniture,20000,4,Debit Card,Cancelled
1910,2026-01-09,C297,Teresa Terry,smithbenjamin@example.org,Lake Dawn,Idaho,P101,iPhone 15,Electronics,80000,2,UPI,Cancelled
2054,2025-02-28,C414,Russell Thompson,riosamanda@example.net,Baileybury,Illinois,P103,Nike Shoes,Fashion,5000,1,COD,Returned
1598,2025-12-27,C228,Traci Frazier,thardy@example.com,Port Nancyshire,Illinois,P106,Office Chair,Furniture,7000,5,Credit Card,Returned
2349,2025-12-17,C443,Brenda Barrett,millermelissa@example.org,Hernandezstad,Minnesota,P104,Levi's Jeans,Fashion,3000,1,UPI,Delivered
1866,2025-11-15,C179,Regina Robinson,ohowell@example.net,Danielland,Kansas,P103,Nike Shoes,Fashion,5000,2,Debit Card,Returned
1931,2025-10-26,C247,Ryan Morrow,matthew27@example.net,South Gregghaven,Kentucky,P106,Office Chair,Furniture,7000,1,Net Banking,Cancelled
1845,2025-08-16,C201,Barbara Saunders,chowell@example.org,Kimberlyview,Georgia,P103,Nike Shoes,Fashion,5000,3,UPI,Cancelled
2897,2025-08-13,C163,Jesse Baker,dianewilliams@example.org,Bellshire,Georgia,P102,Samsung TV,Electronics,60000,1,COD,Delivered
1586,2025-09-02,C440,Michael Cook,mdorsey@example.net,East Justin,Florida,P102,Samsung TV,Electronics,60000,3,UPI,Delivered
2471,2025-07-06,C344,Rodney Olson,bfernandez@example.com,Houstontown,Oklahoma,P106,Office Chair,Furniture,7000,3,Debit Card,Returned
2591,2025-07-10,C333,Bernard Graham,juliegray@example.net,East Samantha,Oregon,P106,Office Chair,Furniture,7000,4,COD,Delivered
2804,2025-09-10,C491,Kayla Hodges,hunterjulie@example.com,Christinatown,Wyoming,P106,Office Chair,Furniture,7000,3,Debit Card,Returned
2941,2026-01-24,C352,Jordan Woods,ashleygallagher@example.org,Roybury,Ohio,P101,iPhone 15,Electronics,80000,2,Net Banking,Returned
2383,2025-07-02,C347,Patricia Edwards,jessicastout@example.net,Michelleburgh,New Jersey,P105,Dining Table,Furniture,20000,4,COD,Returned
2397,2025-06-29,C160,Timothy Davis,rholmes@example.com,West Sandra,Utah,P106,Office Chair,Furniture,7000,3,UPI,Cancelled
1726,2025-10-02,C142,Catherine Horn,anita85@example.net,North Ashley,Nebraska,P104,Levi's Jeans,Fashion,3000,3,COD,Returned
1900,2025-11-22,C131,Steven Howard,williamskristin@example.net,Campbellmouth,New Mexico,P102,Samsung TV,Electronics,60000,5,Net Banking,Returned
1457,2025-10-31,C477,Robert Hernandez,lopezthomas@example.com,Laurenhaven,Alabama,P101,iPhone 15,Electronics,80000,2,Debit Card,Delivered
1149,2025-08-06,C456,Christina Pennington,lewispaul@example.com,Lake Marymouth,South Dakota,P105,Dining Table,Furniture,20000,4,Debit Card,Cancelled
1193,2025-08-30,C249,Janice Lewis,christopheranderson@example.org,Lake Joseph,South Carolina,P104,Levi's Jeans,Fashion,3000,4,Credit Card,Cancelled
1290,2025-07-20,C298,Peter Collins,stewartfernando@example.com,Youngchester,California,P103,Nike Shoes,Fashion,5000,3,COD,Returned
2348,2026-01-04,C322,Diane Smith,timpierce@example.com,East Andrewbury,Mississippi,P103,Nike Shoes,Fashion,5000,5,Credit Card,Cancelled
2708,2025-11-07,C175,John Lambert,esmith@example.org,East Todd,Massachusetts,P105,Dining Table,Furniture,20000,2,UPI,Cancelled
1384,2025-05-09,C178,Andrew Richards,schmidtemma@example.org,Port Sierraburgh,Iowa,P106,Office Chair,Furniture,7000,1,Net Banking,Cancelled
2958,2025-05-16,C345,Cody Powell,parkercarrie@example.com,North Glenn,South Dakota,P101,iPhone 15,Electronics,80000,3,UPI,Delivered
2328,2025-05-23,C166,John Davis,micheal25@example.net,Port Danielberg,Arkansas,P104,Levi's Jeans,Fashion,3000,4,Credit Card,Cancelled
2444,2025-10-21,C186,Alyssa Figueroa,olsenrobert@example.org,East Jessica,Minnesota,P101,iPhone 15,Electronics,80000,3,UPI,Returned
2625,2026-01-26,C207,Tiffany Collins,randy58@example.com,Cynthiaview,Maryland,P106,Office Chair,Furniture,7000,5,COD,Returned
2855,2025-10-15,C260,Rebecca Malone,jcollins@example.com,Lake Paigehaven,Vermont,P101,iPhone 15,Electronics,80000,2,UPI,Delivered
1358,2025-08-19,C124,Chris Cameron,jhenry@example.net,Donnaborough,Vermont,P104,Levi's Jeans,Fashion,3000,2,Net Banking,Cancelled
2701,2025-12-05,C319,Karen Jackson,bethstewart@example.org,Danielleport,Connecticut,P103,Nike Shoes,Fashion,5000,2,UPI,Returned
1382,2025-04-02,C424,Amy Bryan,stephanie00@example.org,Port Amytown,Oregon,P106,Office Chair,Furniture,7000,2,COD,Cancelled
1965,2026-01-11,C236,Kaitlin Hardy,jesusreed@example.org,Brockburgh,South Carolina,P101,iPhone 15,Electronics,80000,3,COD,Cancelled
1210,2025-04-02,C341,Jacqueline Vazquez,richardhayes@example.net,Port Jenniferland,Alabama,P102,Samsung TV,Electronics,60000,2,Net Banking,Returned
2713,2025-06-01,C264,Marissa Smith,amber40@example.org,Port Edwin,Kentucky,P106,Office Chair,Furniture,7000,2,Credit Card,Delivered
1502,2025-12-28,C392,Matthew Johnson,jason05@example.org,South Melissafort,West Virginia,P106,Office Chair,Furniture,7000,1,UPI,Delivered
2183,2025-09-14,C461,Pedro Johnson,fowlerchristopher@example.com,Davilastad,Montana,P105,Dining Table,Furniture,20000,5,UPI,Returned
1459,2026-01-05,C106,Ashley Chaney,olsonwilliam@example.com,Davishaven,Nevada,P104,Levi's Jeans,Fashion,3000,1,UPI,Delivered
1741,2026-01-16,C135,Gerald Gordon,kevinstevens@example.org,New Jose,New York,P101,iPhone 15,Electronics,80000,1,Debit Card,Cancelled
1407,2026-02-10,C156,Jordan Rasmussen,rogerhamilton@example.net,Chadland,Nevada,P102,Samsung TV,Electronics,60000,5,Credit Card,Returned
2372,2025-12-01,C378,Tracy Curtis,davidvasquez@example.org,Lake Kevinshire,Kansas,P103,Nike Shoes,Fashion,5000,1,COD,Cancelled
1513,2025-05-27,C298,Andrea Peters MD,zmitchell@example.com,Byrdstad,Maryland,P106,Office Chair,Furniture,7000,5,UPI,Returned
1390,2025-06-24,C187,Samantha Bell,laura80@example.com,East Keith,Washington,P103,Nike Shoes,Fashion,5000,3,COD,Returned
2603,2025-09-24,C382,Mark Wells,kerry60@example.org,Juliechester,Connecticut,P102,Samsung TV,Electronics,60000,3,Credit Card,Delivered
2713,2026-02-04,C204,Jennifer Steele,gibsonhelen@example.com,Susanview,Illinois,P105,Dining Table,Furniture,20000,4,Debit Card,Cancelled
1158,2025-11-06,C374,Kelly Harris,fostersteven@example.com,West Patricia,New Mexico,P101,iPhone 15,Electronics,80000,5,Credit Card,Cancelled
2703,2025-05-16,C455,Amber Horn,michael87@example.org,Smithfurt,Maine,P106,Office Chair,Furniture,7000,4,COD,Cancelled
